Q,R,Elevation,Temperature,Moisture,Biome
24,17,0.865,0.514,0.092,Ocean
24,18,0.571,0.508,0.100,Ocean
24,19,0.275,0.508,0.119,Ocean
24,20,0.232,0.510,0.142,Ocean
24,21,0.002,0.513,0.164,Ocean
24,22,0.043,0.517,0.178,Ocean
24,23,0.012,0.526,0.184,Ocean
24,24,0.003,0.542,0.180,Ocean
24,25,0.000,0.563,0.171,Ocean
24,26,0.000,0.584,0.162,Ocean
25,-50,1.650,0.000,0.328,IceCap
25,-49,1.650,0.000,0.265,IceCap
25,-48,1.650,0.000,0.202,IceCap
25,-47,1.650,0.000,0.140,IceCap
25,-46,1.650,0.000,0.081,IceCap
25,-45,1.650,0.000,0.030,IceCap
25,-44,1.650,0.000,0.000,IceCap
25,-43,1.650,0.032,0.000,IceCap
25,-42,1.650,0.088,0.000,IceCap
25,-41,1.650,0.148,0.000,IceCap
25,-40,1.650,0.206,0.000,IceCap
25,-39,0.570,0.255,0.000,Ocean
25,-38,1.094,0.290,0.025,Ocean
25,-37,1.288,0.311,0.076,Ocean
25,-36,0.265,0.320,0.133,Ocean
25,-35,1.195,0.321,0.193,Ocean
25,-34,0.906,0.321,0.255,Ocean
25,-33,0.786,0.323,0.320,Ocean
25,-32,0.820,0.329,0.397,Ocean
25,-31,0.000,0.338,0.486,Ocean
25,-30,1.293,0.351,0.584,Ocean
25,-29,0.049,0.371,0.681,Ocean
25,-28,1.624,0.343,0.766,Coast
25,-27,1.958,0.292,0.829,Taiga
25,-26,2.305,0.236,0.860,Taiga
25,-25,0.008,0.463,0.857,Ocean
25,-24,1.545,0.442,0.821,Coast
25,-23,2.311,0.274,0.758,Taiga
25,-22,0.388,0.492,0.676,Ocean
25,-21,2.214,0.316,0.588,Taiga
25,-20,2.085,0.366,0.505,Forest
25,-19,2.252,0.357,0.435,Grassland
25,-18,2.733,0.285,0.380,IceCap
25,-17,3.078,0.248,0.338,IceCap
25,-16,3.124,0.276,0.304,IceCap
25,-15,2.709,0.402,0.281,Mountain
25,-14,3.020,0.351,0.271,IceCap
25,-13,2.592,0.461,0.272,Grassland
25,-12,2.184,0.562,0.281,Grassland
25,-11,2.111,0.586,0.295,Grassland
25,-10,0.632,0.762,0.311,Ocean
25,-9,1.851,0.678,0.330,Desert
25,-8,3.102,0.417,0.351,Mountain
25,-7,2.647,0.556,0.375,Mountain
25,-6,2.205,0.698,0.403,Savanna
25,-5,0.014,0.926,0.435,Ocean
25,-4,3.175,0.555,0.468,Mountain
25,-3,2.532,0.739,0.499,Savanna
25,-2,2.167,0.823,0.527,Savanna
25,-1,1.795,0.909,0.550,Savanna
25,0,1.561,0.963,0.571,Coast
25,1,0.002,1.000,0.592,Ocean
25,2,1.901,0.884,0.610,Savanna
25,3,0.873,1.000,0.622,Ocean
25,4,0.560,1.000,0.626,Ocean
25,5,2.325,0.772,0.617,Savanna
25,6,2.112,0.776,0.592,Savanna
25,7,1.741,0.814,0.549,Savanna
25,8,1.278,0.846,0.489,Ocean
25,9,0.783,0.800,0.414,Ocean
25,10,0.248,0.753,0.331,Ocean
25,11,0.604,0.705,0.248,Ocean
25,12,0.213,0.657,0.174,Ocean
25,13,0.791,0.612,0.116,Ocean
25,14,0.754,0.572,0.077,Ocean
25,15,0.786,0.539,0.060,Ocean
25,16,0.682,0.516,0.060,Ocean
25,17,0.540,0.504,0.075,Ocean
25,18,0.510,0.502,0.102,Ocean
25,19,0.266,0.506,0.136,Ocean
25,20,0.139,0.514,0.171,Ocean
25,21,0.053,0.523,0.201,Ocean
25,22,0.007,0.531,0.221,Ocean
25,23,0.000,0.543,0.229,Ocean
25,24,0.000,0.560,0.228,Ocean
25,25,0.000,0.580,0.222,Ocean
26,-50,1.650,0.000,0.313,IceCap
26,-49,1.650,0.000,0.262,IceCap
26,-48,1.650,0.000,0.208,IceCap
26,-47,1.650,0.000,0.153,IceCap
26,-46,1.650,0.000,0.099,IceCap
26,-45,1.650,0.000,0.048,IceCap
26,-44,1.650,0.003,0.004,IceCap
26,-43,1.650,0.057,0.000,IceCap
26,-42,1.650,0.116,0.000,IceCap
26,-41,1.650,0.175,0.000,IceCap
26,-40,1.650,0.227,0.000,IceCap
26,-39,0.731,0.266,0.000,Ocean
26,-38,1.010,0.292,0.031,Ocean
26,-37,0.098,0.304,0.088,Ocean
26,-36,1.190,0.306,0.153,Ocean
26,-35,0.870,0.303,0.221,Ocean
26,-34,0.018,0.299,0.290,Ocean
26,-33,0.633,0.300,0.362,Ocean
26,-32,0.660,0.307,0.443,Ocean
26,-31,0.730,0.318,0.535,Ocean
26,-30,1.087,0.334,0.631,Ocean
26,-29,1.444,0.347,0.722,Coast
26,-28,1.767,0.300,0.797,Taiga
26,-27,0.507,0.412,0.847,Ocean
26,-26,0.766,0.436,0.865,Ocean
26,-25,2.651,0.165,0.851,IceCap
26,-24,0.418,0.467,0.805,Ocean
26,-23,2.051,0.327,0.737,Taiga
26,-22,0.407,0.489,0.656,Ocean
26,-21,1.875,0.396,0.574,Forest
26,-20,1.997,0.395,0.501,Forest
26,-19,1.657,0.509,0.443,Grassland
26,-18,2.665,0.320,0.399,IceCap
26,-17,3.065,0.271,0.366,IceCap
26,-16,0.483,0.692,0.339,Ocean
26,-15,2.519,0.461,0.319,Grassland
26,-14,0.000,0.736,0.308,Ocean
26,-13,2.130,0.578,0.302,Grassland
26,-12,2.296,0.547,0.299,Grassland
26,-11,2.254,0.566,0.297,Grassland
26,-10,2.477,0.528,0.298,Grassland
26,-9,2.860,0.458,0.301,Mountain
26,-8,3.047,0.440,0.309,Mountain
26,-7,0.000,0.850,0.324,Ocean
26,-6,2.644,0.598,0.347,Mountain
26,-5,3.049,0.541,0.376,Mountain
26,-4,2.545,0.692,0.409,Savanna
26,-3,2.146,0.818,0.442,Savanna
26,-2,1.892,0.886,0.472,Savanna
26,-1,0.003,1.000,0.496,Ocean
26,0,1.726,0.925,0.516,Savanna
26,1,1.895,0.886,0.536,Savanna
26,2,0.000,1.000,0.554,Ocean
26,3,2.618,0.719,0.565,Mountain
26,4,2.730,0.693,0.566,Mountain
26,5,0.300,0.976,0.551,Ocean
26,6,1.806,0.835,0.518,Savanna
26,7,1.404,0.880,0.465,Coast
26,8,0.819,0.836,0.396,Ocean
26,9,0.541,0.793,0.315,Ocean
26,10,0.458,0.749,0.231,Ocean
26,11,0.471,0.703,0.153,Ocean
26,12,0.508,0.654,0.089,Ocean
26,13,0.584,0.607,0.046,Ocean
26,14,0.000,0.565,0.027,Ocean
26,15,0.012,0.533,0.030,Ocean
26,16,0.396,0.512,0.051,Ocean
26,17,0.355,0.503,0.086,Ocean
26,18,0.184,0.505,0.132,Ocean
26,19,0.105,0.515,0.180,Ocean
26,20,0.054,0.527,0.225,Ocean
26,21,0.016,0.539,0.260,Ocean
26,22,0.000,0.550,0.282,Ocean
26,23,0.000,0.563,0.292,Ocean
26,24,0.000,0.579,0.291,Ocean
27,-50,1.650,0.000,0.320,IceCap
27,-49,1.650,0.000,0.279,IceCap
27,-48,1.650,0.000,0.233,IceCap
27,-47,1.650,0.000,0.183,IceCap
27,-46,1.650,0.000,0.129,IceCap
27,-45,1.650,0.000,0.077,IceCap
27,-44,1.650,0.031,0.028,IceCap
27,-43,1.650,0.088,0.000,IceCap
27,-42,1.650,0.146,0.000,IceCap
27,-41,1.650,0.200,0.000,IceCap
27,-40,1.650,0.244,0.000,IceCap
27,-39,0.755,0.274,0.000,Ocean
27,-38,0.123,0.291,0.051,Ocean
27,-37,1.012,0.296,0.115,Ocean
27,-36,0.394,0.292,0.187,Ocean
27,-35,0.745,0.284,0.262,Ocean
27,-34,0.635,0.278,0.336,Ocean
27,-33,0.552,0.278,0.412,Ocean
27,-32,0.000,0.288,0.496,Ocean
27,-31,0.728,0.303,0.587,Ocean
27,-30,1.080,0.325,0.678,Ocean
27,-29,1.545,0.319,0.761,Coast
27,-28,1.913,0.264,0.826,Taiga
27,-27,2.185,0.230,0.863,Taiga
27,-26,0.632,0.435,0.869,Ocean
27,-25,2.376,0.228,0.844,Taiga
27,-24,2.123,0.299,0.792,Taiga
27,-23,2.030,0.332,0.724,Taiga
27,-22,0.185,0.492,0.648,Ocean
27,-21,1.766,0.428,0.576,Forest
27,-20,0.194,0.543,0.516,Ocean
27,-19,2.405,0.350,0.469,Tundra
27,-18,2.575,0.354,0.434,Grassland
27,-17,0.040,0.667,0.407,Ocean
27,-16,3.159,0.295,0.384,IceCap
27,-15,2.857,0.388,0.364,IceCap
27,-14,3.085,0.353,0.346,IceCap
27,-13,2.536,0.491,0.329,Grassland
27,-12,2.412,0.529,0.311,Grassland
27,-11,2.383,0.544,0.292,Grassland
27,-10,2.523,0.523,0.275,Grassland
27,-9,2.799,0.474,0.264,Mountain
27,-8,2.903,0.471,0.260,Mountain
27,-7,0.001,0.845,0.268,Ocean
27,-6,2.864,0.537,0.287,Mountain
27,-5,2.716,0.604,0.316,Mountain
27,-4,2.268,0.738,0.350,Desert
27,-3,0.158,0.972,0.385,Ocean
27,-2,1.848,0.897,0.415,Savanna
27,-1,1.833,0.900,0.440,Savanna
27,0,1.956,0.872,0.460,Savanna
27,1,2.233,0.808,0.480,Savanna
27,2,2.651,0.711,0.496,Mountain
27,3,2.464,0.754,0.504,Savanna
27,4,2.529,0.739,0.499,Savanna
27,5,0.852,0.969,0.475,Ocean
27,6,1.545,0.888,0.432,Coast
27,7,0.990,0.876,0.371,Ocean
27,8,0.169,0.833,0.295,Ocean
27,9,0.415,0.792,0.213,Ocean
27,10,0.356,0.749,0.133,Ocean
27,11,0.365,0.701,0.067,Ocean
27,12,0.188,0.652,0.021,Ocean
27,13,0.411,0.604,0.000,Ocean
27,14,0.335,0.563,0.004,Ocean
27,15,0.032,0.532,0.029,Ocean
27,16,0.206,0.514,0.071,Ocean
27,17,0.022,0.510,0.125,Ocean
27,18,0.072,0.517,0.186,Ocean
27,19,0.033,0.531,0.246,Ocean
27,20,0.011,0.546,0.296,Ocean
27,21,0.002,0.560,0.333,Ocean
27,22,0.000,0.570,0.354,Ocean
27,23,0.000,0.581,0.361,Ocean
28,-50,1.650,0.000,0.347,IceCap
28,-49,1.650,0.000,0.313,IceCap
28,-48,1.650,0.000,0.272,IceCap
28,-47,1.650,0.000,0.223,IceCap
28,-46,1.650,0.000,0.167,IceCap
28,-45,1.650,0.008,0.110,IceCap
28,-44,1.650,0.063,0.057,IceCap
28,-43,1.650,0.120,0.012,IceCap
28,-42,1.650,0.174,0.000,IceCap
28,-41,1.650,0.221,0.000,IceCap
28,-40,0.522,0.257,0.000,Ocean
28,-39,0.720,0.279,0.026,Ocean
28,-38,0.778,0.288,0.083,Ocean
28,-37,0.779,0.286,0.154,Ocean
28,-36,0.772,0.275,0.233,Ocean
28,-35,0.604,0.264,0.313,Ocean
28,-34,0.591,0.257,0.390,Ocean
28,-33,0.000,0.260,0.467,Ocean
28,-32,0.557,0.275,0.550,Ocean
28,-31,0.784,0.297,0.638,Ocean
28,-30,1.255,0.325,0.724,Ocean
28,-29,1.788,0.268,0.798,Taiga
28,-28,0.279,0.390,0.850,Ocean
28,-27,2.473,0.172,0.874,Taiga
28,-26,2.620,0.161,0.869,IceCap
28,-25,2.616,0.178,0.836,IceCap
28,-24,0.044,0.470,0.783,Ocean
28,-23,0.176,0.482,0.718,Ocean
28,-22,0.128,0.498,0.652,Ocean
28,-21,1.810,0.426,0.593,Forest
28,-20,0.468,0.552,0.545,Ocean
28,-19,1.997,0.452,0.508,Forest
28,-18,2.206,0.446,0.480,Forest
28,-17,0.000,0.671,0.456,Ocean
28,-16,2.896,0.357,0.432,IceCap
28,-15,3.120,0.330,0.407,IceCap
28,-14,1.932,0.621,0.379,Grassland
28,-13,2.838,0.423,0.347,Mountain
28,-12,2.786,0.442,0.312,Mountain
28,-11,0.002,0.768,0.276,Ocean
28,-10,0.221,0.775,0.243,Ocean
28,-9,0.208,0.787,0.219,Ocean
28,-8,0.331,0.805,0.206,Ocean
28,-7,2.783,0.510,0.209,Mountain
28,-6,2.631,0.574,0.227,Mountain
28,-5,1.986,0.753,0.256,Desert
28,-4,0.183,0.919,0.292,Ocean
28,-3,2.204,0.768,0.328,Desert
28,-2,2.000,0.855,0.359,Savanna
28,-1,2.161,0.824,0.384,Savanna
28,0,2.303,0.792,0.404,Savanna
28,1,2.648,0.712,0.423,Mountain
28,2,2.927,0.648,0.436,Mountain
28,3,2.498,0.747,0.439,Savanna
28,4,2.061,0.847,0.426,Savanna
28,5,1.778,0.879,0.393,Savanna
28,6,1.400,0.920,0.341,Coast
28,7,0.763,0.875,0.273,Ocean
28,8,0.466,0.833,0.195,Ocean
28,9,0.325,0.792,0.117,Ocean
28,10,0.287,0.749,0.049,Ocean
28,11,0.295,0.701,0.000,Ocean
28,12,0.323,0.651,0.000,Ocean
28,13,0.279,0.604,0.000,Ocean
28,14,0.189,0.564,0.009,Ocean
28,15,0.139,0.536,0.056,Ocean
28,16,0.086,0.523,0.117,Ocean
28,17,0.006,0.523,0.186,Ocean
28,18,0.019,0.533,0.258,Ocean
28,19,0.000,0.549,0.323,Ocean
28,20,0.002,0.566,0.375,Ocean
28,21,0.000,0.578,0.410,Ocean
28,22,0.000,0.585,0.426,Ocean
29,-50,1.650,0.000,0.388,IceCap
29,-49,1.650,0.000,0.358,IceCap
29,-48,1.650,0.000,0.318,IceCap
29,-47,1.650,0.000,0.267,IceCap
29,-46,1.650,0.000,0.207,IceCap
29,-45,1.650,0.039,0.144,IceCap
29,-44,1.650,0.094,0.084,IceCap
29,-43,1.650,0.148,0.035,IceCap
29,-42,1.650,0.197,0.005,IceCap
29,-41,1.650,0.237,0.000,IceCap
29,-40,0.053,0.267,0.016,Ocean
29,-39,0.544,0.281,0.059,Ocean
29,-38,0.607,0.282,0.123,Ocean
29,-37,0.719,0.272,0.201,Ocean
29,-36,0.741,0.257,0.285,Ocean
29,-35,1.650,0.244,0.367,IceCap
29,-34,1.650,0.240,0.445,IceCap
29,-33,1.650,0.249,0.523,IceCap
29,-32,0.618,0.270,0.605,Ocean
29,-31,0.051,0.300,0.688,Ocean
29,-30,0.243,0.335,0.764,Ocean
29,-29,1.859,0.265,0.826,Taiga
29,-28,2.170,0.228,0.864,Taiga
29,-27,2.481,0.184,0.876,Taiga
29,-26,2.319,0.242,0.861,Taiga
29,-25,0.039,0.468,0.824,Ocean
29,-24,1.982,0.344,0.774,Taiga
29,-23,0.086,0.489,0.718,Ocean
29,-22,0.172,0.504,0.664,Ocean
29,-21,1.847,0.423,0.618,Forest
29,-20,1.851,0.452,0.582,Forest
29,-19,2.062,0.440,0.554,Forest
29,-18,0.166,0.633,0.528,Ocean
29,-17,2.328,0.457,0.502,Forest
29,-16,2.704,0.402,0.474,Mountain
29,-15,2.918,0.376,0.441,IceCap
29,-14,3.233,0.318,0.400,IceCap
29,-13,2.826,0.419,0.353,Mountain
29,-12,1.698,0.682,0.300,Desert
29,-11,2.395,0.523,0.248,Grassland
29,-10,2.203,0.571,0.202,Grassland
29,-9,2.342,0.550,0.168,Grassland
29,-8,2.319,0.572,0.150,Grassland
29,-7,1.923,0.688,0.151,Desert
29,-6,2.084,0.680,0.169,Desert
29,-5,2.376,0.643,0.199,Grassland
29,-4,0.631,0.901,0.236,Ocean
29,-3,0.172,0.939,0.273,Ocean
29,-2,0.000,0.983,0.305,Ocean
29,-1,2.341,0.783,0.330,Desert
29,0,2.893,0.656,0.351,Mountain
29,1,2.716,0.696,0.368,Mountain
29,2,2.255,0.803,0.378,Savanna
29,3,1.978,0.867,0.374,Savanna
29,4,0.000,1.000,0.353,Ocean
29,5,0.000,0.968,0.311,Ocean
29,6,1.108,0.921,0.252,Ocean
29,7,0.588,0.875,0.180,Ocean
29,8,0.364,0.833,0.105,Ocean
29,9,0.268,0.792,0.036,Ocean
29,10,0.245,0.749,0.000,Ocean
29,11,0.180,0.701,0.000,Ocean
29,12,0.247,0.651,0.000,Ocean
29,13,0.181,0.606,0.000,Ocean
29,14,0.000,0.569,0.040,Ocean
29,15,0.060,0.545,0.107,Ocean
29,16,0.032,0.535,0.181,Ocean
29,17,0.018,0.538,0.261,Ocean
29,18,0.006,0.551,0.337,Ocean
29,19,0.001,0.567,0.403,Ocean
29,20,0.000,0.581,0.451,Ocean
29,21,0.000,0.590,0.481,Ocean
30,-50,1.650,0.000,0.436,IceCap
30,-49,1.650,0.000,0.406,IceCap
30,-48,1.650,0.000,0.363,IceCap
30,-47,1.650,0.000,0.307,IceCap
30,-46,1.650,0.013,0.241,IceCap
30,-45,1.650,0.067,0.171,IceCap
30,-44,1.650,0.120,0.107,IceCap
30,-43,1.650,0.170,0.055,IceCap
30,-42,1.650,0.216,0.025,IceCap
30,-41,0.218,0.251,0.021,Ocean
30,-40,0.086,0.271,0.045,Ocean
30,-39,0.492,0.277,0.096,Ocean
30,-38,0.616,0.270,0.167,Ocean
30,-37,0.693,0.255,0.251,Ocean
30,-36,1.650,0.239,0.338,IceCap
30,-35,1.650,0.229,0.423,IceCap
30,-34,1.650,0.230,0.502,IceCap
30,-33,1.650,0.246,0.578,IceCap
30,-32,0.692,0.275,0.655,Ocean
30,-31,1.051,0.312,0.729,Ocean
30,-30,1.647,0.295,0.793,Taiga
30,-29,1.950,0.264,0.840,Taiga
30,-28,2.175,0.246,0.864,Taiga
30,-27,2.276,0.248,0.864,Taiga
30,-26,2.074,0.312,0.843,Taiga
30,-25,1.776,0.391,0.808,Forest
30,-24,1.759,0.402,0.764,Forest
30,-23,1.711,0.422,0.720,Forest
30,-22,0.360,0.507,0.681,Ocean
30,-21,1.647,0.471,0.648,Forest
30,-20,1.651,0.499,0.622,Forest
30,-19,1.673,0.530,0.598,Forest
30,-18,0.220,0.633,0.571,Ocean
30,-17,1.978,0.536,0.541,Forest
30,-16,2.357,0.478,0.505,Forest
30,-15,0.619,0.719,0.460,Ocean
30,-14,2.884,0.387,0.405,IceCap
30,-13,2.688,0.434,0.341,Mountain
30,-12,0.146,0.730,0.274,Ocean
30,-11,2.125,0.560,0.208,Grassland
30,-10,2.003,0.591,0.153,Grassland
30,-9,1.963,0.611,0.113,Grassland
30,-8,1.905,0.644,0.094,Grassland
30,-7,1.990,0.651,0.094,Desert
30,-6,1.972,0.687,0.113,Desert
30,-5,1.936,0.729,0.145,Desert
30,-4,1.992,0.753,0.184,Desert
30,-3,0.052,0.933,0.223,Ocean
30,-2,0.184,0.983,0.258,Ocean
30,-1,2.257,0.802,0.284,Desert
30,0,2.789,0.680,0.305,Mountain
30,1,1.802,0.907,0.320,Desert
30,2,2.002,0.861,0.325,Desert
30,3,1.867,0.892,0.314,Desert
30,4,1.647,0.943,0.284,Desert
30,5,1.142,0.970,0.235,Ocean
30,6,0.045,0.922,0.171,Ocean
30,7,0.449,0.875,0.100,Ocean
30,8,0.289,0.833,0.032,Ocean
30,9,0.228,0.792,0.000,Ocean
30,10,0.212,0.749,0.000,Ocean
30,11,0.223,0.701,0.000,Ocean
30,12,0.174,0.653,0.000,Ocean
30,13,0.000,0.610,0.023,Ocean
30,14,0.049,0.576,0.093,Ocean
30,15,0.024,0.555,0.173,Ocean
30,16,0.011,0.548,0.255,Ocean
30,17,0.004,0.552,0.338,Ocean
30,18,0.001,0.564,0.414,Ocean
30,19,0.000,0.578,0.476,Ocean
30,20,0.000,0.588,0.519,Ocean
31,-50,1.650,0.000,0.483,IceCap
31,-49,1.650,0.000,0.449,IceCap
31,-48,1.650,0.000,0.401,IceCap
31,-47,1.650,0.000,0.337,IceCap
31,-46,1.650,0.038,0.264,IceCap
31,-45,1.650,0.091,0.188,IceCap
31,-44,1.650,0.142,0.120,IceCap
31,-43,1.650,0.190,0.068,IceCap
31,-42,1.650,0.229,0.040,IceCap
31,-41,0.189,0.256,0.042,Ocean
31,-40,0.048,0.268,0.074,Ocean
31,-39,0.507,0.266,0.133,Ocean
31,-38,0.021,0.254,0.212,Ocean
31,-37,1.650,0.238,0.301,IceCap
31,-36,1.650,0.224,0.393,IceCap
31,-35,1.650,0.219,0.479,IceCap
31,-34,1.650,0.228,0.556,IceCap
31,-33,0.576,0.251,0.627,Ocean
31,-32,0.003,0.287,0.696,Ocean
31,-31,1.076,0.329,0.757,Ocean
31,-30,1.484,0.354,0.805,Coast
31,-29,1.848,0.309,0.836,Taiga
31,-28,0.958,0.444,0.846,Ocean
31,-27,0.000,0.465,0.838,Ocean
31,-26,1.638,0.423,0.815,Coast
31,-25,1.690,0.417,0.784,Forest
31,-24,0.071,0.489,0.751,Ocean
31,-23,1.707,0.424,0.721,Forest
31,-22,0.452,0.507,0.696,Ocean
31,-21,1.583,0.486,0.676,Coast
31,-20,1.559,0.521,0.657,Coast
31,-19,1.546,0.560,0.633,Coast
31,-18,0.311,0.632,0.602,Ocean
31,-17,1.834,0.566,0.563,Forest
31,-16,2.312,0.481,0.516,Forest
31,-15,0.562,0.706,0.459,Ocean
31,-14,2.473,0.463,0.390,Grassland
31,-13,2.454,0.464,0.312,Grassland
31,-12,2.119,0.535,0.233,Grassland
31,-11,1.875,0.587,0.159,Grassland
31,-10,1.677,0.637,0.099,Grassland
31,-9,1.495,0.693,0.057,Coast
31,-8,1.466,0.723,0.038,Coast
31,-7,1.582,0.729,0.040,Coast
31,-6,1.688,0.741,0.063,Desert
31,-5,0.375,0.847,0.100,Ocean
31,-4,2.029,0.744,0.143,Desert
31,-3,0.038,0.938,0.186,Ocean
31,-2,0.170,0.992,0.222,Ocean
31,-1,2.251,0.804,0.250,Desert
31,0,1.613,0.951,0.270,Coast
31,1,1.799,0.908,0.283,Desert
31,2,1.805,0.906,0.282,Desert
31,3,0.000,1.000,0.264,Ocean
31,4,1.136,1.000,0.227,Ocean
31,5,0.022,0.973,0.172,Ocean
31,6,0.297,0.923,0.107,Ocean
31,7,0.168,0.876,0.040,Ocean
31,8,0.225,0.833,0.000,Ocean
31,9,0.187,0.792,0.000,Ocean
31,10,0.181,0.749,0.000,Ocean
31,11,0.153,0.702,0.000,Ocean
31,12,0.000,0.656,0.005,Ocean
31,13,0.052,0.614,0.075,Ocean
31,14,0.020,0.583,0.158,Ocean
31,15,0.004,0.564,0.244,Ocean
31,16,0.002,0.558,0.328,Ocean
31,17,0.000,0.561,0.410,Ocean
31,18,0.000,0.570,0.482,Ocean
31,19,0.000,0.579,0.539,Ocean
32,-50,1.650,0.000,0.522,IceCap
32,-49,1.650,0.000,0.481,IceCap
32,-48,1.650,0.000,0.424,IceCap
32,-47,1.650,0.006,0.352,IceCap
32,-46,1.650,0.061,0.271,IceCap
32,-45,1.650,0.112,0.191,IceCap
32,-44,1.650,0.159,0.121,IceCap
32,-43,1.650,0.201,0.071,IceCap
32,-42,1.650,0.232,0.050,IceCap
32,-41,0.172,0.251,0.060,Ocean
32,-40,0.014,0.256,0.101,Ocean
32,-39,1.650,0.250,0.170,IceCap
32,-38,1.650,0.236,0.257,IceCap
32,-37,1.650,0.222,0.354,IceCap
32,-36,1.650,0.213,0.449,IceCap
32,-35,1.650,0.216,0.534,IceCap
32,-34,1.650,0.232,0.605,IceCap
32,-33,0.552,0.263,0.667,Ocean
32,-32,0.622,0.304,0.721,Ocean
32,-31,0.852,0.349,0.766,Ocean
32,-30,1.157,0.393,0.797,Ocean
32,-29,1.517,0.403,0.811,Coast
32,-28,1.610,0.409,0.811,Coast
32,-27,1.682,0.409,0.797,Forest
32,-26,1.566,0.444,0.777,Coast
32,-25,1.551,0.451,0.754,Coast
32,-24,1.598,0.443,0.734,Coast
32,-23,1.753,0.414,0.719,Forest
32,-22,0.506,0.509,0.707,Ocean
32,-21,1.677,0.466,0.696,Forest
32,-20,1.683,0.495,0.680,Forest
32,-19,1.597,0.550,0.653,Coast
32,-18,0.313,0.631,0.614,Ocean
32,-17,1.872,0.552,0.565,Forest
32,-16,2.106,0.518,0.507,Forest
32,-15,0.422,0.688,0.437,Ocean
32,-14,2.073,0.531,0.356,Grassland
32,-13,0.000,0.678,0.268,Ocean
32,-12,1.760,0.586,0.182,Grassland
32,-11,0.396,0.666,0.104,Ocean
32,-10,0.544,0.673,0.043,Ocean
32,-9,1.059,0.693,0.004,Ocean
32,-8,1.065,0.724,0.000,Ocean
32,-7,1.221,0.763,0.000,Ocean
32,-6,1.500,0.783,0.030,Coast
32,-5,0.284,0.851,0.074,Ocean
32,-4,1.745,0.819,0.121,Desert
32,-3,0.033,0.953,0.167,Ocean
32,-2,0.153,1.000,0.204,Ocean
32,-1,2.458,0.756,0.231,Desert
32,0,1.556,0.964,0.250,Coast
32,1,0.000,1.000,0.259,Ocean
32,2,0.020,1.000,0.253,Ocean
32,3,0.085,1.000,0.228,Ocean
32,4,1.136,1.000,0.184,Ocean
32,5,0.103,0.974,0.125,Ocean
32,6,0.243,0.923,0.061,Ocean
32,7,0.038,0.876,0.002,Ocean
32,8,0.169,0.833,0.000,Ocean
32,9,0.151,0.792,0.000,Ocean
32,10,0.120,0.749,0.000,Ocean
32,11,0.079,0.703,0.000,Ocean
32,12,0.048,0.658,0.054,Ocean
32,13,0.021,0.619,0.137,Ocean
32,14,0.006,0.589,0.225,Ocean
32,15,0.001,0.570,0.313,Ocean
32,16,0.000,0.562,0.395,Ocean
32,17,0.000,0.562,0.472,Ocean
32,18,0.000,0.566,0.540,Ocean
33,-50,1.650,0.000,0.546,IceCap
33,-49,1.650,0.000,0.495,IceCap
33,-48,1.650,0.000,0.429,IceCap
33,-47,1.650,0.026,0.348,IceCap
33,-46,1.650,0.078,0.261,IceCap
33,-45,1.650,0.124,0.178,IceCap
33,-44,1.650,0.165,0.110,IceCap
33,-43,1.650,0.200,0.066,IceCap
33,-42,1.650,0.225,0.054,IceCap
33,-41,1.650,0.238,0.075,IceCap
33,-40,1.650,0.239,0.129,IceCap
33,-39,1.650,0.231,0.210,IceCap
33,-38,1.650,0.219,0.308,IceCap
33,-37,1.650,0.210,0.410,IceCap
33,-36,1.650,0.209,0.505,IceCap
33,-35,1.650,0.219,0.584,IceCap
33,-34,1.650,0.242,0.644,IceCap
33,-33,0.483,0.277,0.692,Ocean
33,-32,0.530,0.320,0.728,Ocean
33,-31,0.071,0.366,0.754,Ocean
33,-30,0.000,0.408,0.767,Ocean
33,-29,0.000,0.441,0.768,Ocean
33,-28,0.752,0.464,0.759,Ocean
33,-27,1.372,0.477,0.744,Ocean
33,-26,1.414,0.480,0.729,Coast
33,-25,1.406,0.485,0.718,Coast
33,-24,1.698,0.422,0.712,Forest
33,-23,1.951,0.372,0.710,Forest
33,-22,0.527,0.514,0.709,Ocean
33,-21,1.688,0.470,0.703,Forest
33,-20,1.604,0.518,0.686,Coast
33,-19,1.627,0.546,0.654,Coast
33,-18,0.014,0.629,0.605,Ocean
33,-17,0.003,0.653,0.544,Ocean
33,-16,1.868,0.558,0.476,Forest
33,-15,0.363,0.667,0.396,Ocean
33,-14,1.854,0.554,0.307,Grassland
33,-13,1.653,0.589,0.214,Grassland
33,-12,0.000,0.639,0.126,Ocean
33,-11,1.111,0.640,0.051,Ocean
33,-10,0.018,0.653,0.000,Ocean
33,-9,0.194,0.681,0.000,Ocean
33,-8,0.889,0.720,0.000,Ocean
33,-7,1.023,0.767,0.000,Ocean
33,-6,1.328,0.817,0.022,Ocean
33,-5,0.255,0.867,0.071,Ocean
33,-4,1.634,0.865,0.122,Coast
33,-3,0.025,0.974,0.168,Ocean
33,-2,0.035,1.000,0.205,Ocean
33,-1,1.852,0.896,0.231,Desert
33,0,1.623,0.949,0.247,Coast
33,1,1.502,0.976,0.251,Coast
33,2,0.078,1.000,0.239,Ocean
33,3,0.020,1.000,0.207,Ocean
33,4,0.748,1.000,0.157,Ocean
33,5,0.062,0.974,0.097,Ocean
33,6,0.255,0.923,0.036,Ocean
33,7,0.150,0.875,0.000,Ocean
